instruction,e8_m1,e8_m2,e8_m4,e8_m8,e16_m1,e16_m2,e16_m4,e16_m8,e32_m1,e32_m2,e32_m4,e32_m8
"vmfge.vf v8,v16,ft0,v0.t",-,-,-,-,-,-,-,-,3,6,12,24
"vfrdiv.vf v8,v16,ft0",-,-,-,-,-,-,-,-,9,14,28,56
"vfrdiv.vf v8,v16,ft0,v0.t",-,-,-,-,-,-,-,-,9,14,28,56
"vfcvt.xu.f.v v8,v16,v0.t",-,-,-,-,-,-,-,-,3,3,4,8
"vfcvt.x.f.v v8,v16,v0.t",-,-,-,-,-,-,-,-,3,3,4,8
"vfcvt.f.xu.v v8,v16,v0.t",-,-,-,-,-,-,-,-,3,3,4,8
"vfcvt.f.x.v v8,v16,v0.t",-,-,-,-,-,-,-,-,3,3,4,8
"vfsqrt.v v8,v16,v0.t",-,-,-,-,-,-,-,-,9,14,28,56
"vfclass.v v8,v16,v0.t",-,-,-,-,-,-,-,-,3,3,3,4
"vfncvt.xu.f.v v8,v16,v0.t",-,-,-,-,-,-,-,-,6,6,8,-
"vfncvt.x.f.v v8,v16,v0.t",-,-,-,-,-,-,-,-,6,6,8,-
"vfncvt.f.xu.v v8,v16,v0.t",-,-,-,-,-,-,-,-,6,6,8,-
"vfncvt.f.x.v v8,v16,v0.t",-,-,-,-,-,-,-,-,6,6,8,-
"vfncvt.f.f.v v8,v16,v0.t",-,-,-,-,-,-,-,-,6,6,8,-
"vfwcvt.xu.f.v v8,v16,v0.t",-,-,-,-,-,-,-,-,3,4,8,-
"vfwcvt.x.f.v v8,v16,v0.t",-,-,-,-,-,-,-,-,3,4,8,-
"vfwcvt.f.xu.v v8,v16,v0.t",-,-,-,-,-,-,-,-,3,4,8,-
"vfwcvt.f.x.v v8,v16,v0.t",-,-,-,-,-,-,-,-,3,4,8,-
"vfwcvt.f.f.v v8,v16,v0.t",-,-,-,-,-,-,-,-,3,4,8,-
"vfwredsum.vs v8,v16,v24",-,-,-,-,-,-,-,-,22,44,88,-
"vfwredsum.vs v8,v16,v24,v0.t",-,-,-,-,-,-,-,-,22,44,88,-
"vfwredosum.vs v8,v16,v24",-,-,-,-,-,-,-,-,22,44,88,-
"vfwredosum.vs v8,v16,v24,v0.t",-,-,-,-,-,-,-,-,22,44,88,-
"vfwmsac.vv v8,v16,v24",-,-,-,-,-,-,-,-,5,5,5,-
"vfwmsac.vv v8,v16,v24,v0.t",-,-,-,-,-,-,-,-,5,5,5,-
"vfwadd.vv v8,v16,v24",-,-,-,-,-,-,-,-,4,4,4,-
"vfwadd.vv v8,v16,v24,v0.t",-,-,-,-,-,-,-,-,4,4,4,-
"vfwadd.vf v8,v16,ft0",-,-,-,-,-,-,-,-,4,4,6,-
"vfwadd.vf v8,v16,ft0,v0.t",-,-,-,-,-,-,-,-,4,4,6,-
"vfwsub.vv v8,v16,v24",-,-,-,-,-,-,-,-,4,4,4,-
"vfwsub.vv v8,v16,v24,v0.t",-,-,-,-,-,-,-,-,4,4,4,-
"vfwsub.vf v8,v16,ft0",-,-,-,-,-,-,-,-,4,4,6,-
"vfwsub.vf v8,v16,ft0,v0.t",-,-,-,-,-,-,-,-,4,4,6,-
"vfwadd.wv v8,v16,v24",-,-,-,-,-,-,-,-,3,5,9,-
"vfwadd.wv v8,v16,v24,v0.t",-,-,-,-,-,-,-,-,6,12,24,-
"vfwadd.wf v8,v16,ft0",-,-,-,-,-,-,-,-,78,80,84,-
"vfwadd.wf v8,v16,ft0,v0.t",-,-,-,-,-,-,-,-,75,81,93,-
"vfwsub.wv v8,v16,v24",-,-,-,-,-,-,-,-,3,5,9,-
"vfwsub.wv v8,v16,v24,v0.t",-,-,-,-,-,-,-,-,6,12,24,-
"vfwsub.wf v8,v16,ft0",-,-,-,-,-,-,-,-,73,75,79,-
"vfwsub.wf v8,v16,ft0,v0.t",-,-,-,-,-,-,-,-,80,86,98,-
"vfwmul.vv v8,v16,v24",-,-,-,-,-,-,-,-,4,4,4,-
"vfwmul.vv v8,v16,v24,v0.t",-,-,-,-,-,-,-,-,4,4,4,-
"vfwmul.vf v8,v16,ft0",-,-,-,-,-,-,-,-,4,4,5,-
"vfwmul.vf v8,v16,ft0,v0.t",-,-,-,-,-,-,-,-,4,4,6,-
"vfwmacc.vv v8,v16,v24",-,-,-,-,-,-,-,-,5,5,5,-
"vfwmacc.vv v8,v16,v24,v0.t",-,-,-,-,-,-,-,-,5,5,5,-
"vfwnmacc.vv v8,v16,v24",-,-,-,-,-,-,-,-,5,5,5,-
"vfwnmacc.vv v8,v16,v24,v0.t",-,-,-,-,-,-,-,-,5,5,5,-
